monthly_rent,monthly_aconto,housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,deposit,prepaid_rent,energy_mark,area,availability_in,days_on_website,total_monthly_rent,months_on_website
12950.0,1390.0,Lejlighed,98.0,3,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,38850.0,12950.0,none,Vallensbæk Strand,<1 month,74.0,14340.0,1-3 months
15000.0,500.0,Lejlighed,84.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,45000.0,0.0,none,Søborg,<1 month,74.0,15500.0,1-3 months
16000.0,500.0,Lejlighed,84.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,48000.0,0.0,none,Søborg,<1 month,74.0,16500.0,1-3 months
20300.0,1300.0,Lejlighed,110.0,3,3,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,30000.0,20300.0,none,Frederiksberg C,1-3 months,74.0,21600.0,1-3 months
13046.0,1000.0,Lejlighed,101.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,39138.0,13046.0,B,Vallensbæk Strand,<1 month,74.0,14046.0,1-3 months
15150.0,598.0,Lejlighed,101.0,4,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,45450.0,15150.0,A10,Søborg,1-3 months,74.0,15748.0,1-3 months
11400.0,600.0,Lejlighed,69.0,2,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Ja,34200.0,11400.0,none,Brønshøj,3+ months,74.0,12000.0,1-3 months
25000.0,1300.0,Lejlighed,98.0,4,0,Ja,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,75000.0,0.0,none,Nordhavn,<1 month,75.0,26300.0,1-3 months
12500.0,1000.0,Lejlighed,85.0,3,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,37500.0,12500.0,A20,Hedehusene,1-3 months,75.0,13500.0,1-3 months
17500.0,1250.0,Lejlighed,101.0,3,2,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,52500.0,17500.0,none,København SV,<1 month,75.0,18750.0,1-3 months
12000.0,0.0,Lejlighed,70.0,2,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,24000.0,0.0,C,København Ø,<1 month,75.0,12000.0,1-3 months
5000.0,0.0,Værelse,11.0,1,5,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,5000.0,0.0,B,København S,3+ months,75.0,5000.0,1-3 months
14300.0,1100.0,Lejlighed,103.0,4,0,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,42900.0,14300.0,none,Hedehusene,3+ months,76.0,15400.0,1-3 months
8000.0,1000.0,Værelse,45.0,2,2,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ja,24000.0,8000.0,D,København Ø,<1 month,76.0,9000.0,1-3 months
10200.0,650.0,Lejlighed,60.0,2,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,30600.0,10200.0,A10,Vallensbæk Strand,3+ months,76.0,10850.0,1-3 months
19500.0,1500.0,Lejlighed,103.0,3,1,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,58500.0,39000.0,A15,Hellerup,<1 month,76.0,21000.0,1-3 months
33500.0,1500.0,Lejlighed,140.0,3,6,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,100500.0,33500.0,none,København S,1-3 months,76.0,35000.0,1-3 months
10400.0,800.0,Lejlighed,64.0,2,1,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,31200.0,10400.0,A20,Taastrup,3+ months,76.0,11200.0,1-3 months
6000.0,0.0,Værelse,27.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Ja,12000.0,0.0,none,Frederiksberg,<1 month,76.0,6000.0,1-3 months
4900.0,500.0,Værelse,32.0,1,1,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Nej,10800.0,10800.0,C,Gentofte,<1 month,76.0,5400.0,1-3 months
12800.0,1000.0,Lejlighed,88.0,4,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38400.0,12800.0,none,Glostrup,3+ months,77.0,13800.0,1-3 months
12700.0,850.0,Lejlighed,90.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38100.0,12700.0,none,Vallensbæk Strand,<1 month,77.0,13550.0,1-3 months
7800.0,430.0,Lejlighed,38.0,1,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,23400.0,7800.0,none,Glostrup,3+ months,77.0,8230.0,1-3 months
13400.0,1000.0,Lejlighed,88.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,40200.0,13400.0,none,Glostrup,3+ months,77.0,14400.0,1-3 months
12150.0,1000.0,Lejlighed,88.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,36450.0,12150.0,none,Hedehusene,<1 month,77.0,13150.0,1-3 months
12950.0,1200.0,Lejlighed,106.0,4,4,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,38850.0,12950.0,none,Hedehusene,<1 month,77.0,14150.0,1-3 months
11850.0,950.0,Lejlighed,81.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,35550.0,11850.0,none,Hedehusene,<1 month,77.0,12800.0,1-3 months
18550.0,1150.0,Lejlighed,100.0,4,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,55650.0,18550.0,A20,København S,3+ months,77.0,19700.0,1-3 months
8250.0,550.0,Lejlighed,35.0,1,2,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,24750.0,8250.0,A20,København SV,<1 month,77.0,8800.0,1-3 months
14350.0,900.0,Lejlighed,80.0,3,6,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,43050.0,14350.0,A10,København S,<1 month,77.0,15250.0,1-3 months
12100.0,800.0,Lejlighed,81.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,24200.0,0.0,none,Glostrup,3+ months,77.0,12900.0,1-3 months
13700.0,800.0,Lejlighed,94.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,26400.0,0.0,none,Glostrup,<1 month,77.0,14500.0,1-3 months
25150.0,1500.0,Lejlighed,116.0,4,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,75450.0,25150.0,C,København K,<1 month,77.0,26650.0,1-3 months
10300.0,650.0,Lejlighed,54.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,30900.0,10300.0,none,Hedehusene,<1 month,77.0,10950.0,1-3 months
12150.0,900.0,Lejlighed,79.0,3,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,36450.0,12150.0,none,Hedehusene,<1 month,77.0,13050.0,1-3 months
8200.0,550.0,Lejlighed,35.0,1,3,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,24600.0,8200.0,A20,København SV,<1 month,77.0,8750.0,1-3 months
12550.0,600.0,Lejlighed,58.0,2,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,37650.0,12550.0,none,København S,<1 month,77.0,13150.0,1-3 months
5000.0,0.0,Værelse,15.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,5000.0,0.0,C,Hvidovre,<1 month,77.0,5000.0,1-3 months
13150.0,671.0,Lejlighed,62.0,2,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,39450.0,13150.0,A15,København S,<1 month,78.0,13821.0,1-3 months
35000.0,2000.0,Lejlighed,186.0,5,1,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,105000.0,105000.0,D,København K,1-3 months,78.0,37000.0,1-3 months
16495.0,600.0,Lejlighed,93.0,3,5,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,49485.0,16495.0,A20,København S,3+ months,78.0,17095.0,1-3 months
19500.0,500.0,Lejlighed,107.0,3,1,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,40000.0,0.0,A20,København SV,3+ months,78.0,20000.0,1-3 months
11600.0,900.0,Lejlighed,76.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,34800.0,11600.0,A15,Brøndby,<1 month,78.0,12500.0,1-3 months
41000.0,1700.0,Lejlighed,155.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,123000.0,41000.0,A15,Hellerup,3+ months,78.0,42700.0,1-3 months
10400.0,800.0,Lejlighed,67.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,31200.0,10400.0,A15,Brøndby,3+ months,78.0,11200.0,1-3 months
9300.0,570.0,Lejlighed,42.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,27900.0,9300.0,none,København N,3+ months,78.0,9870.0,1-3 months
7500.0,750.0,Lejlighed,43.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,15000.0,7500.0,D,København Ø,<1 month,78.0,8250.0,1-3 months
4000.0,0.0,Værelse,20.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,4000.0,4000.0,none,København S,3+ months,80.0,4000.0,1-3 months
8200.0,800.0,Lejlighed,52.0,1,2,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24600.0,8200.0,C,Kongens Lyngby,<1 month,81.0,9000.0,1-3 months
6000.0,3000.0,Lejlighed,37.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,6000.0,6000.0,D,Rødovre,<1 month,81.0,9000.0,1-3 months
10500.0,0.0,Lejlighed,52.0,2,3,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,31500.0,10500.0,D,Vanløse,<1 month,81.0,10500.0,1-3 months
22000.0,1100.0,Lejlighed,100.0,3,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,66000.0,22000.0,B,København V,3+ months,81.0,23100.0,1-3 months
11000.0,900.0,Lejlighed,85.0,3,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Nej,22000.0,11000.0,C,Holte,<1 month,81.0,11900.0,1-3 months
12000.0,0.0,Lejlighed,64.0,2,1,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,12000.0,0.0,C,København N,3+ months,81.0,12000.0,1-3 months
8300.0,600.0,Lejlighed,38.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24900.0,24900.0,A15,Vanløse,3+ months,82.0,8900.0,1-3 months
12900.0,800.0,Lejlighed,89.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,38700.0,12900.0,none,Brøndby,<1 month,82.0,13700.0,1-3 months
5200.0,145.0,Værelse,10.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,8000.0,5200.0,C,Valby,<1 month,82.0,5345.0,1-3 months
4000.0,0.0,Værelse,21.0,1,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,12000.0,12000.0,none,Charlottenlund,<1 month,82.0,4000.0,1-3 months
19500.0,1000.0,Lejlighed,151.0,4,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,58500.0,19500.0,A20,Vallensbæk Strand,<1 month,83.0,20500.0,1-3 months
5650.0,0.0,Værelse,10.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,9400.0,0.0,C,Frederiksberg C,<1 month,83.0,5650.0,1-3 months
12000.0,1100.0,Lejlighed,96.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,36000.0,12000.0,none,Glostrup,3+ months,83.0,13100.0,1-3 months
13600.0,1000.0,Lejlighed,89.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,40800.0,13600.0,none,Glostrup,3+ months,83.0,14600.0,1-3 months
10749.0,0.0,Lejlighed,81.0,3,1,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,32247.0,10749.0,none,Vanløse,<1 month,83.0,10749.0,1-3 months
10500.0,250.0,Lejlighed,44.0,1,2,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Nej,31500.0,10500.0,C,Valby,3+ months,83.0,10750.0,1-3 months
12600.0,850.0,Lejlighed,90.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,37800.0,12600.0,none,Vallensbæk Strand,<1 month,83.0,13450.0,1-3 months
13800.0,850.0,Lejlighed,92.0,4,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,41400.0,13800.0,none,Vallensbæk Strand,1-3 months,83.0,14650.0,1-3 months
4000.0,300.0,Værelse,10.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,12000.0,4000.0,none,København K,<1 month,83.0,4300.0,1-3 months
11400.0,800.0,Lejlighed,69.0,2,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,34200.0,11400.0,none,Glostrup,3+ months,83.0,12200.0,1-3 months
11850.0,850.0,Lejlighed,76.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,35550.0,11850.0,A15,Brøndby,<1 month,84.0,12700.0,1-3 months
15158.0,950.0,Lejlighed,85.0,3,4,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,41310.0,13770.0,none,København S,3+ months,84.0,16108.0,1-3 months
14750.0,1311.0,Lejlighed,121.0,4,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,44250.0,14750.0,A15,Søborg,3+ months,84.0,16061.0,1-3 months
13200.0,800.0,Lejlighed,75.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,39600.0,13200.0,A20,Søborg,3+ months,84.0,14000.0,1-3 months
7100.0,0.0,Værelse,11.0,1,5,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,21300.0,7100.0,A20,København S,<1 month,84.0,7100.0,1-3 months
18500.0,0.0,Lejlighed,127.0,4,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,55500.0,18500.0,none,Søborg,<1 month,84.0,18500.0,1-3 months
10200.0,270.0,Lejlighed,31.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,30600.0,10200.0,none,Frederiksberg,<1 month,84.0,10470.0,1-3 months
12850.0,700.0,Lejlighed,63.0,2,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38550.0,12850.0,A15,København S,<1 month,84.0,13550.0,1-3 months
7500.0,450.0,Lejlighed,33.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,22500.0,7500.0,none,Valby,3+ months,84.0,7950.0,1-3 months
15443.0,1167.0,Lejlighed,108.0,3,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,46329.0,15443.0,A15,Albertslund,<1 month,84.0,16610.0,1-3 months
13000.0,800.0,Lejlighed,83.0,3,2,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,20000.0,13700.0,E,Søborg,<1 month,85.0,13800.0,1-3 months
9500.0,1350.0,Lejlighed,54.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ja,28500.0,28500.0,none,Dragør,<1 month,85.0,10850.0,1-3 months
9000.0,500.0,Lejlighed,67.0,3,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,27000.0,9000.0,none,København NV,<1 month,85.0,9500.0,1-3 months
7000.0,0.0,Værelse,15.0,1,3,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,7000.0,7000.0,D,København NV,<1 month,85.0,7000.0,1-3 months
6000.0,0.0,Lejlighed,57.0,2,3,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,1000.0,0.0,C,København Ø,<1 month,85.0,6000.0,1-3 months
13800.0,1340.0,Lejlighed,107.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,41400.0,13800.0,B,Vallensbæk Strand,<1 month,86.0,15140.0,1-3 months
22900.0,2000.0,Lejlighed,105.0,3,5,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,68700.0,0.0,D,København N,3+ months,86.0,24900.0,1-3 months
11000.0,800.0,Lejlighed,68.0,2,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Nej,33000.0,11000.0,none,Taastrup,<1 month,88.0,11800.0,1-3 months
11000.0,0.0,Værelse,18.0,1,2,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,11000.0,none,København V,<1 month,88.0,11000.0,1-3 months
14800.0,1000.0,Lejlighed,99.0,5,3,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,44400.0,14800.0,none,Rødovre,3+ months,88.0,15800.0,1-3 months
12200.0,1300.0,Lejlighed,85.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,36600.0,12200.0,none,Taastrup,3+ months,88.0,13500.0,1-3 months
6170.0,0.0,Lejlighed,27.0,1,2,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,10000.0,0.0,none,Søborg,<1 month,88.0,6170.0,1-3 months
6000.0,0.0,Værelse,20.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,18000.0,0.0,none,Gentofte,1-3 months,88.0,6000.0,1-3 months
13500.0,1000.0,Lejlighed,90.0,3,2,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,40500.0,0.0,A15,Glostrup,<1 month,89.0,14500.0,1-3 months
15000.0,500.0,Lejlighed,85.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,42000.0,0.0,A15,Søborg,<1 month,89.0,15500.0,1-3 months
7250.0,0.0,Værelse,9.0,1,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,21750.0,14500.0,none,København K,<1 month,90.0,7250.0,3-6 months
41000.0,1700.0,Lejlighed,155.0,4,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,123000.0,41000.0,none,Hellerup,3+ months,90.0,42700.0,3-6 months
30900.0,1600.0,Lejlighed,141.0,4,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,92700.0,30900.0,A15,Hellerup,3+ months,90.0,32500.0,3-6 months
9500.0,250.0,Lejlighed,44.0,1,3,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Nej,28500.0,9500.0,C,Valby,3+ months,90.0,9750.0,3-6 months
19500.0,2000.0,Lejlighed,106.0,4,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,58500.0,19500.0,C,København Ø,1-3 months,90.0,21500.0,3-6 months
1244006.0,1200.0,Lejlighed,118.0,2,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,3732018.0,3732018.0,none,Brønshøj,3+ months,90.0,1245206.0,3-6 months
12650.0,1000.0,Lejlighed,92.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,37950.0,12650.0,A15,Albertslund,<1 month,90.0,13650.0,3-6 months
10100.0,700.0,Lejlighed,67.0,2,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,20200.0,0.0,none,Glostrup,3+ months,90.0,10800.0,3-6 months
11610.0,1000.0,Lejlighed,86.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,34830.0,11610.0,none,Taastrup,<1 month,90.0,12610.0,3-6 months
11165.0,1000.0,Lejlighed,77.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,33495.0,11165.0,none,Brøndby,<1 month,91.0,12165.0,3-6 months
13173.0,1000.0,Lejlighed,104.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,39519.0,13173.0,B,Vallensbæk Strand,<1 month,91.0,14173.0,3-6 months
22000.0,2500.0,Lejlighed,177.0,5,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,66000.0,44000.0,D,Charlottenlund,<1 month,91.0,24500.0,3-6 months
27000.0,2335.0,Lejlighed,162.0,4,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,81000.0,0.0,none,Klampenborg,3+ months,92.0,29335.0,3-6 months
6000.0,500.0,Lejlighed,43.0,1,5,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,6000.0,0.0,C,Bagsværd,<1 month,92.0,6500.0,3-6 months
12800.0,850.0,Lejlighed,91.0,3,5,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38400.0,12800.0,none,Vallensbæk Strand,<1 month,92.0,13650.0,3-6 months
25550.0,1500.0,Lejlighed,151.0,3,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,76650.0,76650.0,none,København K,<1 month,92.0,27050.0,3-6 months
12300.0,650.0,Lejlighed,80.0,2,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,36900.0,12300.0,A20,Taastrup,3+ months,92.0,12950.0,3-6 months
7000.0,0.0,Værelse,12.0,1,0,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,0.0,0.0,none,Brøndby,<1 month,95.0,7000.0,3-6 months
7600.0,430.0,Lejlighed,40.0,1,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,22800.0,7600.0,none,Glostrup,3+ months,96.0,8030.0,3-6 months
13000.0,1100.0,Lejlighed,108.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,39000.0,13000.0,none,Glostrup,3+ months,96.0,14100.0,3-6 months
14700.0,1350.0,Lejlighed,126.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,44100.0,14700.0,none,Glostrup,3+ months,96.0,16050.0,3-6 months
24500.0,1050.0,Lejlighed,158.0,5,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,73500.0,73500.0,none,København Ø,<1 month,96.0,25550.0,3-6 months
23300.0,1419.0,Lejlighed,129.0,3,3,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,69900.0,23300.0,none,København V,<1 month,96.0,24719.0,3-6 months
10300.0,800.0,Lejlighed,60.0,2,1,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,30900.0,10300.0,A20,Taastrup,<1 month,96.0,11100.0,3-6 months
12300.0,800.0,Lejlighed,84.0,3,2,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,36900.0,12300.0,A20,Taastrup,<1 month,96.0,13100.0,3-6 months
13100.0,1000.0,Lejlighed,92.0,4,2,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,39300.0,13100.0,A20,Taastrup,<1 month,96.0,14100.0,3-6 months
